Signal Id,SignalGrowth,Trades,ProfitTrades,LossTrades,BestTrades,WorstTrades,GrossProfit,GrossLoss,SharpeRatio,RecoveryFactor,ProfitFactor,ExpectedPayoff,MonthlyGrowth,AlgoTrading
1808529,112.14,1 555,979.0,576.0,9 576.20,-13 804.32,315 358.81,-276 469.20,0.05,0.37,1.14,25.01,"
-17.42
",0
1856139,205.80,42,34.0,8.0,3.38,-2.65,26.93,-6.35,0.51,6.02,4.24,0.49,"
43.03
",92
1855684,174.99,606,517.0,89.0,182.44,-673.35,5 631.67,-3 075.67,0.11,3.48,1.83,4.22,"
33.19
",59
1941970,37.62,116,116.0,0.0,687.50,0.00,14 400.16,0.00,1.30,0.00,n/a,124.14,"
37.62
",0
1397298,24.94,529,332.0,197.0,203.13,-304.84,2 819.42,-2 614.57,0.04,0.40,1.08,0.39,"
1.64
",99
1785447,132.08,843,606.0,237.0,414.14,-412.76,7 324.80,-4 683.28,0.04,1.62,1.56,3.13,"
10.28
",99
1838161,73.71,89,75.0,14.0,13.10,-4.47,170.64,-23.36,0.65,32.44,7.30,1.65,"
-0.57
",61
1059628,273.51,2 007,1501.0,506.0,104.54,-387.45,13 426.65,-10 890.33,0.02,0.83,1.23,1.26,"
0.50
",92
1348251,63.16,4 512,3436.0,1076.0,762.60,-240.06,14 606.90,-12 132.16,0.04,1.04,1.20,0.55,"
7.79
",99
1260677,240.86,1 587,1479.0,108.0,53.30,-40.35,1 535.17,-819.82,0.11,5.89,1.87,0.45,"
10.07
",99
1375042,0.61,24 562,18793.0,5769.0,1 794.36,-595.36,39 528.92,-33 005.15,0.01,1.47,1.20,0.27,"
1.53
",99
1941103,2.29,63,39.0,24.0,26.69,-13.29,201.30,-99.63,0.25,4.83,2.02,1.61,"
2.29
",100
1745313,38.30,231,182.0,49.0,2.31,-4.25,149.92,-74.01,0.36,3.38,2.03,0.33,"
3.22
",100
1937440,577.10,65,50.0,15.0,28.50,-13.84,284.85,-54.01,0.46,14.68,5.27,3.55,"
168.72
",0
1907656,356.77,2 121,1883.0,238.0,40.54,-98.88,3 787.11,-3 245.32,0.06,0.32,1.17,0.26,"
-32.19
",46
1892142,105.21,101,71.0,30.0,13 026.15,-5 580.62,128 114.45,-45 196.95,0.30,4.22,2.83,820.97,"
36.88
",0
1862222,4.40,1 018,494.0,524.0,2 907.92,-1 278.80,74 943.39,-74 503.77,0.01,0.02,1.01,0.43,"
-3.78
",95
1937366,21.17,36,31.0,5.0,2 862.64,-4 224.37,19 300.33,-7 840.56,0.27,1.65,2.46,318.33,"
21.17
",0
871737,170.81,3 237,1911.0,1326.0,1 429.12,-1 856.98,91 770.32,-66 819.78,0.11,2.95,1.37,7.71,"
4.16
",0
1936914,56.71,160,152.0,8.0,35.27,-18.15,909.19,-66.88,0.70,23.55,13.59,5.26,"
56.71
",0
1678258,2.96,86,81.0,5.0,28.80,-91.06,200.78,-197.82,0.05,0.02,1.01,0.03,"
4.90
",98
1914055,42.65,225,181.0,44.0,1 746.00,-1 930.50,31 002.35,-19 206.70,0.16,1.79,1.61,52.43,"
20.98
",0
1935622,214.94,6 369,4497.0,1872.0,41 981.13,-6 741.54,444 671.29,-216 609.66,0.03,6.02,2.05,35.81,"
20.19
",99
1931207,-1.20,37,23.0,14.0,0.50,-3.01,6.26,-6.93,-0.01,-0.15,0.90,-0.02,"
-1.20
",100
1940511,7.00,210,167.0,43.0,12.73,-7.58,280.01,-69.93,0.41,13.65,4.00,1.00,"
7.00
",87
1821900,187.65,626,303.0,323.0,27 432.50,-22 022.50,603 481.86,-542 639.06,0.09,2.04,1.11,97.19,"
4.18
",0
1438904,1 674.55,2 735,2064.0,671.0,1 469.50,-694.85,74 048.24,-34 549.41,0.18,10.88,2.14,14.44,"
39.21
",7
1451784,200.90,4 558,3478.0,1080.0,410.28,-1 030.04,38 376.13,-27 336.15,0.06,1.68,1.40,2.42,"
-6.56
",99
1332133,78.34,227,166.0,61.0,1 629.02,-410.09,12 477.65,-6 232.16,0.13,4.03,2.00,27.51,"
8.70
",100
1500869,85.27,1 563,1118.0,445.0,119.02,-228.56,5 324.33,-4 913.68,0.05,0.34,1.08,0.26,"
23.03
",99
1478132,54.18,131,121.0,10.0,70.36,-5.38,1 236.55,-36.13,0.69,171.98,34.23,9.16,"
0.16
",0
1921381,6.72,14,14.0,0.0,4.38,0.00,28.74,-0.90,1.39,111.36,31.93,2.05,"
6.72
",0
1332093,72.91,247,183.0,64.0,2 729.53,-599.62,10 271.64,-5 019.58,0.09,2.12,2.05,21.26,"
4.15
",100
1524213,693.56,3 744,2749.0,995.0,385.00,-622.64,17 380.40,-10 563.47,0.10,2.54,1.65,1.82,"
9.48
",99
1745851,40.62,261,170.0,91.0,168.63,-64.04,1 526.07,-702.78,0.20,4.62,2.17,3.15,"
4.63
",98
1781622,38.69,192,118.0,74.0,4 218.08,-12 716.09,58 785.98,-56 550.86,0.07,0.10,1.04,11.64,"
-43.52
",0
1931624,21.65,19,16.0,3.0,15.70,-6.90,57.92,-17.48,0.61,5.33,3.31,2.13,"
21.65
",84
1786142,25.33,92,92.0,0.0,197.94,0.00,2 823.89,-17.24,1.11,2048.65,163.80,30.69,"
0.52
",0
1937114,28.45,34,28.0,6.0,2.79,-0.44,25.63,-1.31,1.04,55.27,19.56,0.72,"
28.45
",0
1827018,26.00,88,44.0,44.0,1.81,-0.55,15.54,-10.34,0.20,2.35,1.50,0.06,"
3.45
",100
1836071,558.40,164,90.0,74.0,354.33,-128.59,1 409.53,-703.32,0.12,3.18,2.00,4.31,"
132.97
",0
461626,136.94,2 698,1833.0,865.0,278.32,-1 650.85,13 933.47,-12 957.83,0.03,0.28,1.08,0.36,"
-4.82
",87
1392091,330.21,2 628,1933.0,695.0,1 239.85,-4 850.80,55 845.26,-42 956.51,0.10,1.34,1.30,4.90,"
2.90
",98
1317626,232.94,1 588,1005.0,583.0,58.17,-82.96,5 716.17,-1 060.11,0.44,17.46,5.39,2.93,"
2.81
",98
1934892,4.70,1 696,1267.0,429.0,27.62,-9.34,674.98,-404.59,0.09,5.55,1.67,0.16,"
4.70
",99
1880521,3.27,1 030,676.0,354.0,129.16,-110.93,4 693.77,-3 889.30,0.04,0.78,1.21,0.78,"
4.48
",94
1889061,5.90,128,93.0,35.0,49.58,-13.84,151.73,-92.70,0.09,1.46,1.64,0.46,"
0.63
",98
1927842,35.75,18,18.0,0.0,6.14,0.00,40.38,-4.63,1.57,123.28,8.72,2.24,"
35.75
",100
1840522,23.10,83,45.0,38.0,2.24,-6.39,64.08,-61.77,0.08,0.21,1.04,0.03,"
2.75
",0
1878948,47.62,1 496,735.0,761.0,408.00,-279.00,32 460.90,-31 539.14,0.04,0.44,1.03,0.62,"
10.43
",64
1463825,111.04,14 757,10511.0,4246.0,8 001.65,-3 625.16,112 287.58,-63 623.33,0.03,4.67,1.76,3.30,"
1.43
",99
1845674,114.19,2 085,1473.0,612.0,432.56,-786.37,12 478.23,-9 233.45,0.07,2.40,1.35,1.56,"
-0.26
",99
1870281,49.83,104,71.0,33.0,1.98,-2.21,13.69,-10.70,0.10,1.00,1.28,0.03,"
3.10
",100
1815156,6.06,51,47.0,4.0,4.45,-4.81,65.54,-4.97,0.90,12.29,13.19,1.19,"
0.27
",100
1758462,102.65,5 216,3972.0,1244.0,163.28,-505.76,33 323.16,-32 355.39,0.03,0.23,1.03,0.19,"
-22.02
",0
1886228,56.64,341,259.0,82.0,68.36,-96.80,1 361.24,-991.39,0.10,1.77,1.37,1.08,"
12.99
",34
1774917,31.29,787,581.0,206.0,369.63,-194.64,7 463.72,-5 702.94,0.07,1.56,1.31,2.24,"
9.56
",0
1339697,24.45,1 606,1413.0,193.0,2.04,-6.65,729.40,-681.41,0.06,1.00,1.07,0.03,"
-0.21
",100
1821334,0.22,61,50.0,11.0,6.36,-17.23,125.55,-123.46,0.01,0.02,1.02,0.03,"
-5.56
",100
1691185,25.57,332,252.0,80.0,69.06,-54.37,645.30,-426.34,0.08,2.70,1.51,0.66,"
-2.54
",96
1468016,85.08,2 420,1980.0,440.0,48.46,-247.02,7 857.14,-5 794.34,0.07,3.36,1.36,0.85,"
-5.02
",100
1550360,281.30,635,518.0,117.0,1 375.44,-855.32,24 892.87,-17 051.50,0.11,5.15,1.46,12.35,"
23.83
",98
1274819,70.48,1 672,1506.0,166.0,968.04,-1 020.20,7 745.21,-7 358.14,0.04,0.13,1.05,0.23,"
11.17
",97
1568616,17.79,2 113,1510.0,603.0,361.88,-253.00,5 382.04,-4 668.44,0.02,0.56,1.15,0.34,"
3.33
",98
1716069,662.76,141,135.0,6.0,45.68,-7.61,843.25,-18.94,0.62,69.98,44.52,5.85,"
11.94
",34
1937477,64.55,27,10.0,17.0,33.35,-13.35,203.03,-139.97,0.21,1.76,1.45,2.34,"
64.55
",0
1798599,24.27,162,159.0,3.0,11.61,-0.51,566.38,-8.43,1.56,1014.45,67.19,3.44,"
0.31
",0
1943388,-8.36,97,87.0,10.0,13.30,-17.70,137.48,-111.18,0.09,0.45,1.24,0.27,"
-8.36
",4
1936182,20.35,13,8.0,5.0,1 019.20,-433.05,1 727.43,-709.90,0.24,1.45,2.43,78.27,"
20.35
",0
1765849,68.77,39,38.0,1.0,18.86,-9.33,412.81,-12.29,1.87,42.56,33.59,10.27,"
2.05
",0
1114188,95.80,2 170,1859.0,311.0,492.41,-2 118.94,14 247.21,-21 648.18,0.02,-0.50,0.66,-3.41,"
3.77
",59
1764447,33.52,197,129.0,68.0,500.00,-1 245.50,15 403.38,-12 635.14,0.08,1.12,1.22,14.05,"
19.19
",0
1943345,4.79,169,127.0,42.0,134.55,-27.91,488.41,-248.71,0.10,2.43,1.96,1.42,"
4.79
",98
1791949,844.72,3 025,1641.0,1384.0,358.12,-440.96,14 456.42,-11 153.20,0.06,4.05,1.30,1.09,"
13.68
",98
1195029,694.08,4 619,2615.0,2004.0,68 875.52,-50 638.27,1 238 982.87,-553 472.39,0.00,10.52,2.24,148.41,"
5.31
",94
1820923,47.18,246,160.0,86.0,459.30,-170.40,5 087.59,-3 836.63,0.12,1.55,1.33,5.09,"
-27.14
",0
1816589,22.05,165,83.0,82.0,0.72,-0.30,14.98,-10.57,0.19,4.45,1.42,0.03,"
6.13
",100
1940188,5.34,325,228.0,97.0,1 851.36,-507.64,11 600.86,-6 569.51,0.09,2.38,1.77,15.48,"
5.34
",100
1639530,1 005.77,4 307,2366.0,1941.0,633.43,-424.49,20 374.40,-15 177.26,0.07,6.42,1.34,1.21,"
-10.37
",98
1930950,4.75,98,70.0,28.0,2 439.23,-1 512.86,15 257.94,-9 528.23,0.13,2.36,1.60,58.47,"
4.75
",100
1725774,221.91,329,226.0,103.0,230.56,-85.26,3 922.42,-1 429.43,0.23,7.90,2.74,7.58,"
3.37
",0
1933685,7.82,25,23.0,2.0,2.21,-1.16,15.67,-1.65,0.89,12.09,9.50,0.56,"
7.82
",100
1823235,26.45,224,121.0,103.0,0.78,-0.40,22.57,-17.28,0.17,1.55,1.31,0.02,"
9.71
",100
1678271,-13.84,174,141.0,33.0,34.35,-50.50,646.15,-659.99,0.03,-0.06,0.98,-0.08,"
-29.35
",98
1936754,24.90,1 381,935.0,446.0,5 546.00,-4 079.10,142 252.65,-62 582.82,0.13,7.78,2.27,57.69,"
3.02
",56
1916865,30.03,364,243.0,121.0,257.55,-297.45,6 037.85,-3 304.78,0.08,1.32,1.83,7.51,"
20.32
",89
1819423,18.25,145,77.0,68.0,0.71,-0.58,16.56,-12.91,0.17,0.81,1.28,0.03,"
11.56
",100
1936994,26.52,17,16.0,1.0,22.80,-0.15,177.42,-0.15,1.51,1181.80,1182.80,10.43,"
26.52
",0
1938250,3.22,66,52.0,14.0,40.54,-32.83,228.19,-136.75,0.17,1.64,1.67,1.39,"
3.22
",96
1841403,375.61,2 698,1880.0,818.0,1 064.36,-788.94,30 216.44,-23 370.58,0.06,1.15,1.29,2.54,"
20.06
",94
1933455,1.67,13,8.0,5.0,34.36,-81.86,99.17,-129.53,-0.02,-0.32,0.77,-2.34,"
1.67
",84
1921431,21.65,11,7.0,4.0,18.22,-0.08,20.34,-0.50,0.35,94.48,40.68,1.80,"
21.65
",63
1943312,9.81,231,161.0,70.0,2 015.36,-209.28,14 676.72,-4 982.84,0.20,4.52,2.95,41.96,"
9.81
",0
993292,14.07,4 268,3042.0,1226.0,865.99,-379.70,21 068.51,-21 137.13,-0.01,-0.03,1.00,-0.02,"
-1.08
",99
1862671,21.66,1 330,1070.0,260.0,78.16,-231.69,3 620.46,-3 063.37,-0.03,0.75,1.18,0.42,"
5.98
",4
1937211,19.53,18,13.0,5.0,291.49,-390.13,1 407.35,-880.04,0.24,1.01,1.60,29.30,"
19.53
",0
1859226,1.83,830,415.0,415.0,649.35,-1 002.33,22 788.01,-24 114.09,-0.06,-0.53,0.95,-1.60,"
-17.35
",0
1942009,4.56,169,124.0,45.0,169.28,-41.37,903.66,-447.24,0.12,4.33,2.02,2.70,"
4.56
",98
1865527,263.65,9 535,5751.0,3784.0,1 028.28,-310.57,40 169.94,-24 903.60,0.08,14.06,1.61,1.60,"
48.70
",99
1935934,21.44,19,10.0,9.0,7.61,-5.77,33.72,-26.00,0.16,0.82,1.30,0.41,"
21.44
",0
1824847,573.45,2 600,2578.0,22.0,5 157.82,-21.60,71 639.22,-101.38,0.18,2034.64,706.64,27.51,"
60.80
",99
1843913,230.22,824,648.0,176.0,119.04,-75.12,2 734.14,-1 425.12,0.13,5.37,1.92,1.59,"
26.42
",99
1912994,39.04,66,50.0,16.0,3.47,-1.95,14.32,-6.98,0.21,2.35,2.05,0.11,"
27.83
",0
1935958,48.93,21,21.0,0.0,28.97,0.00,97.87,0.00,0.78,0.00,n/a,4.66,"
48.94
",0
1147378,-4.98,3 001,2122.0,879.0,18.85,-42.06,1 894.66,-1 719.10,0.08,1.45,1.10,0.06,"
-6.30
",98
1834025,48.95,1 931,1277.0,654.0,5 942.88,-7 137.00,245 483.67,-204 237.50,0.03,1.67,1.20,21.36,"
7.69
",94
1838846,101.34,2 545,2048.0,497.0,4 220.00,-527.00,43 737.28,-17 171.65,0.08,9.07,2.55,10.44,"
66.46
",99
1928909,12.14,18,12.0,6.0,5.79,-3.17,21.21,-9.07,0.40,3.60,2.34,0.67,"
12.14
",100
1941135,39.95,1 620,1598.0,22.0,0.61,-0.49,404.39,-6.85,2.68,290.18,59.04,0.25,"
39.95
",99
1920950,8.28,230,151.0,79.0,43.40,-35.86,400.14,-386.11,0.08,0.14,1.04,0.06,"
5.30
",36
1866373,3.11,177,144.0,33.0,205.21,-489.00,3 866.92,-3 518.46,0.03,0.12,1.10,1.97,"
-6.48
",100
1872613,36.04,78,40.0,38.0,2.22,-1.91,39.29,-32.06,0.18,0.97,1.23,0.09,"
0.70
",0
1922587,1.82,18,13.0,5.0,4.68,-2.89,24.29,-6.08,0.52,3.25,4.00,1.01,"
1.82
",100
1864324,257.37,159,120.0,39.0,420.48,-120.54,3 980.65,-864.79,0.25,6.80,4.60,19.60,"
-38.60
",0
1263613,-6.42,5 352,3630.0,1722.0,43.89,-397.94,8 851.77,-8 939.55,-0.02,-0.13,0.99,-0.02,"
-7.65
",98
1897532,449.68,406,398.0,8.0,17.10,-65.00,1 438.45,-210.45,0.71,5.84,6.84,3.02,"
88.93
",0
1917344,327.01,308,201.0,107.0,59.67,-11.73,728.02,-242.96,0.35,3.00,3.00,1.57,"
64.51
",100
1073310,229.58,1 044,772.0,272.0,5 650.00,-7 666.20,274 575.06,-128 335.50,0.18,12.94,2.14,140.08,"
11.93
",60
1895536,-71.96,101,75.0,26.0,70.17,-47.60,631.39,-596.67,0.15,0.06,1.06,0.34,"
-71.12
",0
1636995,112.54,214,211.0,3.0,43.89,-0.53,1 902.74,-16.71,1.44,1545.93,113.87,8.81,"
1.50
",0
1648274,73.64,632,403.0,229.0,1 763.60,-1 945.13,83 246.09,-80 286.67,0.04,0.24,1.04,4.68,"
38.44
",0
1774150,6.58,393,328.0,65.0,1 137.92,-6 558.90,73 438.08,-77 826.36,0.00,-0.08,0.94,-11.17,"
-28.24
",0
1889975,85.52,3 312,2475.0,837.0,327.00,-1 188.00,55 769.66,-41 817.89,-0.00,1.81,1.33,4.21,"
8.32
",0
1620020,440.57,3 297,3276.0,21.0,361.53,-14.04,13 262.92,-36.37,0.23,693.22,364.67,4.01,"
28.37
",99
1915982,3 145.90,715,512.0,203.0,478.75,-349.00,9 416.22,-4 669.96,0.19,2.01,2.02,6.64,"
8 500.15
",0
1936253,17.71,24,24.0,0.0,26.42,0.00,185.91,0.00,1.32,0.00,n/a,7.75,"
17.71
",0
1940140,1.29,233,210.0,23.0,17.31,-9.40,205.74,-76.26,0.23,4.02,2.70,0.56,"
1.29
",99
1787401,128.27,548,421.0,127.0,5.57,-5.37,96.90,-56.63,0.12,3.15,1.71,0.07,"
6.30
",99
1920783,23.96,298,199.0,99.0,8.58,-23.31,309.04,-261.12,0.07,0.55,1.18,0.16,"
19.77
",0
1910776,91.56,82,75.0,7.0,15.10,-5.42,345.46,-24.09,0.69,53.83,14.34,3.92,"
446.48
",0
1862135,-72.49,2 518,1187.0,1331.0,17.24,-7.35,2 319.19,-2 322.08,0.02,-0.01,1.00,-0.00,"
-85.86
",99
1942652,83.83,20,17.0,3.0,11.70,-3.51,32.78,-10.53,0.31,2.11,3.11,1.11,"
83.83
",10
1943380,7.83,21,16.0,5.0,81.15,-129.01,1 077.00,-294.29,0.65,4.31,3.66,37.27,"
7.83
",100
1759015,5.25,3 232,2167.0,1065.0,800.97,-464.81,19 843.96,-18 919.02,0.01,0.11,1.05,0.29,"
5.23
",96
1928381,3.95,8,7.0,1.0,6.87,-0.03,19.94,-0.24,1.14,197.00,83.08,2.46,"
3.95
",100
1941092,15.99,52,52.0,0.0,3.38,0.00,63.95,0.00,1.91,0.00,n/a,1.23,"
15.99
",0
1942347,14.19,36,29.0,7.0,23.58,-21.42,100.38,-44.17,0.30,2.62,2.27,1.56,"
14.19
",55
1910976,4.96,12,12.0,0.0,11.12,0.00,50.09,-0.64,1.92,247.25,78.27,4.17,"
3.91
",0
1939658,3.27,44,38.0,6.0,1 749.98,-141.92,16 060.21,-548.89,1.02,36.07,29.26,352.53,"
3.27
",0
1914380,16.98,96,71.0,25.0,9.10,-6.96,168.21,-56.15,0.48,10.33,3.00,1.17,"
196.24
",0
1511989,203.08,992,651.0,341.0,1 403 051.67,-2 618 763.81,27 729 053.39,-21 561 996.92,0.06,0.49,1.29,6 216.79,"
13.96
",0
1808642,-100.00,588,363.0,225.0,295.80,-1 003.60,9 186.42,-5 731.97,0.27,1.49,1.60,5.87,"
-100.00
",23
1838479,33.50,1 189,851.0,338.0,9 187.50,-18 312.50,723 331.07,-326 717.04,0.21,3.38,2.21,333.57,"
4.07
",0
1884698,24.93,202,162.0,40.0,22.20,-50.00,921.32,-675.26,0.21,3.22,1.36,1.22,"
5.77
",97
1920953,0.56,326,245.0,81.0,1 134.42,-2 704.80,9 711.76,-10 825.75,0.00,-0.16,0.90,-3.42,"
-0.63
",70
1942593,18.55,24,23.0,1.0,16.80,-4.32,122.90,-4.32,0.90,27.45,28.45,4.94,"
18.55
",0
1939996,2.51,47,38.0,9.0,107.75,-92.85,607.05,-336.12,0.18,1.63,1.81,5.76,"
2.51
",89
1940703,-22.71,26,14.0,12.0,5.36,-27.82,17.00,-130.72,-0.45,-0.87,0.13,-4.37,"
-22.71
",88
1915433,-7.46,280,234.0,46.0,53.07,-15.63,3 481.70,-460.00,0.65,22.09,7.57,10.79,"
87.38
",100
1943443,51.94,199,82.0,117.0,312.08,-158.54,3 674.79,-3 155.38,0.07,1.44,1.16,2.61,"
51.94
",0
1943474,-17.73,98,66.0,32.0,75.21,-871.63,793.70,-1 774.91,-0.10,-0.75,0.45,-10.01,"
-17.73
",92
1943615,-2.90,57,37.0,20.0,16.65,-29.08,78.72,-94.66,-0.03,-0.23,0.83,-0.28,"
-2.90
",100
1942006,0.58,27,10.0,17.0,5.58,-3.71,40.61,-37.09,0.07,0.20,1.09,0.13,"
0.58
",81
1885163,-0.46,143,89.0,54.0,32.64,-29.83,445.28,-449.88,0.00,-0.03,0.99,-0.03,"
-7.61
",100
1934700,2.28,339,225.0,114.0,159.65,-156.02,918.94,-804.82,0.02,0.71,1.14,0.34,"
2.28
",72
1923440,0.18,83,51.0,32.0,6.72,-3.20,81.38,-76.02,0.07,0.16,1.07,0.06,"
0.18
",60
1831169,1.97,223,51.0,172.0,170.58,-38.49,1 281.87,-1 278.77,0.03,0.01,1.00,0.01,"
2.52
",0
1923470,-0.78,304,227.0,77.0,464.31,-363.00,3 947.26,-4 123.78,-0.00,-0.10,0.96,-0.58,"
-0.78
",90
1920757,0.16,10,3.0,7.0,14.40,-6.60,24.72,-21.60,0.05,0.31,1.14,0.31,"
0.16
",100
1931575,8.46,74,45.0,29.0,36.06,-35.54,397.97,-308.64,0.12,1.64,1.29,1.21,"
8.46
",81
1872131,-0.44,93,65.0,28.0,14.47,-18.48,170.99,-175.34,-0.01,-0.04,0.98,-0.05,"
-5.19
",100
1901318,3.02,279,153.0,126.0,128.00,-97.00,6 332.00,-6 211.00,0.01,0.16,1.02,0.43,"
-9.79
",92
1923868,0.10,38,33.0,5.0,72.58,-221.92,535.79,-511.03,0.01,0.06,1.05,0.65,"
0.10
",100
1225560,-7.80,861,409.0,452.0,49.44,-59.94,2 900.84,-2 968.55,0.02,-0.19,0.98,-0.08,"
-7.45
",0
1941151,-49.93,295,74.0,221.0,13.75,-4.51,140.91,-204.45,-0.05,-0.73,0.69,-0.22,"
-49.93
",0
1815091,-0.59,34,8.0,26.0,19 929.12,-10 770.34,54 850.59,-39 686.56,0.19,0.73,1.38,446.00,"
-36.30
",100
1276283,-1.62,408,156.0,252.0,613.49,-194.10,7 714.16,-7 755.55,0.01,-0.03,0.99,-0.10,"
-4.18
",17
1914034,1.34,88,48.0,40.0,22.07,-30.28,271.17,-263.60,0.02,0.10,1.03,0.09,"
4.89
",0
1795779,-4.79,30,10.0,20.0,9.49,-4.01,54.34,-59.13,-0.01,-0.21,0.92,-0.16,"
5.10
",0
1914594,-0.85,40,20.0,20.0,72.76,-49.91,134.33,-218.89,-0.12,-1.00,0.61,-2.11,"
-0.45
",52
1938747,-0.27,14,7.0,7.0,5.99,-5.83,20.47,-25.88,-0.10,-0.27,0.79,-0.39,"
-0.27
",78
1931012,-0.90,16,6.0,10.0,19.70,-20.72,60.41,-66.10,-0.01,-0.10,0.91,-0.36,"
-0.90
",0
1906572,-1.56,211,180.0,31.0,735.43,-919.58,3 111.15,-4 670.69,-0.06,-0.82,0.67,-7.39,"
-0.87
",50
1937397,-6.85,37,28.0,9.0,8.57,-26.13,64.39,-98.66,-0.07,-0.45,0.65,-0.93,"
-6.85
",100
1943524,-96.90,59,33.0,26.0,18.42,-100.64,174.56,-417.04,-0.15,-0.86,0.42,-4.11,"
-96.90
",0
1911026,-3.62,27,8.0,19.0,8.85,-5.22,19.21,-37.31,-0.22,-0.93,0.51,-0.67,"
-1.92
",33
1889511,-0.46,151,147.0,4.0,15.31,-114.00,307.68,-317.94,0.00,-0.04,0.97,-0.07,"
-8.83
",65
1209005,4.14,3 246,2325.0,921.0,256.65,-625.26,14 137.11,-12 635.84,0.05,0.62,1.12,0.46,"
8.86
",97
1908126,-4.14,403,216.0,187.0,96.48,-126.55,1 254.94,-1 676.54,-0.07,-0.69,0.75,-1.05,"
3.53
",0
1894487,-8.13,215,103.0,112.0,74.00,-84.80,1 028.48,-1 213.62,-0.05,-0.57,0.85,-0.86,"
-4.35
",0
1914579,-1.74,24,12.0,12.0,15.00,-13.20,56.73,-60.22,-0.01,-0.07,0.94,-0.15,"
-4.43
",100
1754490,23.71,258,164.0,94.0,1 162.80,-550.00,14 956.20,-12 711.05,0.06,0.86,1.18,8.70,"
37.25
",16
1815673,-2.18,390,149.0,241.0,17.54,-8.25,595.19,-638.79,-0.00,-0.52,0.93,-0.11,"
-2.46
",0
1834418,7.99,675,382.0,293.0,33.53,-34.89,1 476.35,-1 302.39,0.04,0.86,1.13,0.26,"
7.50
",0
1846970,-16.80,156,90.0,66.0,332.11,-139.09,4 401.68,-4 720.34,0.02,-0.24,0.93,-2.04,"
-1.43
",58
1918878,-2.31,151,143.0,8.0,9.85,-106.63,154.36,-386.14,-0.11,-0.67,0.40,-1.53,"
-2.60
",79
1891668,3.23,33,27.0,6.0,30.72,-34.71,188.13,-155.81,0.07,0.44,1.21,0.98,"
0.52
",100
1290661,-2.15,1 297,770.0,527.0,590.00,-549.00,71 591.00,-42 421.00,0.12,5.43,1.69,22.49,"
3.35
",97
1939791,-7.99,59,38.0,21.0,2 164.00,-7 563.00,27 827.00,-31 869.00,-0.02,-0.25,0.87,-68.51,"
-7.99
",98
1941971,16.20,196,125.0,71.0,4.25,-2.77,163.85,-82.87,0.27,2.66,1.98,0.41,"
16.20
",84
1902198,-5.57,42,20.0,22.0,21.35,-29.28,279.87,-330.04,-0.07,-0.51,0.85,-1.19,"
2.14
",0
1902857,-3.21,197,135.0,62.0,2.83,-7.37,168.00,-172.63,-0.00,-0.14,0.97,-0.02,"
5.34
",100
1753341,1.11,174,158.0,16.0,14.28,-8.14,199.08,-88.21,0.40,6.46,2.26,0.64,"
-3.01
",100
1645394,-2.27,946,628.0,318.0,766.42,-923.40,12 573.61,-10 652.33,0.03,0.35,1.18,2.03,"
1.10
",97
1921069,-16.80,43,24.0,19.0,11.55,-46.90,91.44,-138.77,0.14,-0.58,0.66,-1.10,"
-16.80
",100
1918707,-4.09,91,35.0,56.0,25.00,-26.00,323.79,-528.05,-0.22,-0.75,0.61,-2.24,"
-3.34
",1
1883679,-3.24,474,380.0,94.0,6.27,-36.46,548.75,-613.65,-0.02,-0.36,0.89,-0.14,"
-2.63
",12
1896789,-3.96,260,69.0,191.0,33.00,-4.65,362.34,-443.01,-0.05,-0.64,0.82,-0.31,"
-2.98
",0
1874073,0.61,157,65.0,92.0,0.87,-0.67,50.34,-49.73,0.01,0.06,1.01,0.00,"
-4.71
",100
1934673,0.99,253,180.0,73.0,99.93,-382.63,948.52,-1 572.07,-0.06,-0.50,0.60,-2.46,"
-5.72
",68
1855305,-7.51,1 085,680.0,405.0,5.23,-39.04,755.60,-854.92,-0.01,-0.55,0.88,-0.09,"
-4.08
",100
1756783,2.01,402,282.0,120.0,20.52,-76.20,1 030.71,-951.24,0.04,0.20,1.08,0.20,"
12.10
",100
1925648,-20.66,26,19.0,7.0,16.02,-189.58,65.24,-274.06,-0.19,-0.89,0.24,-8.03,"
-20.66
",100
1939855,-0.71,89,49.0,40.0,2 040.38,-1 197.89,16 827.54,-17 544.83,-0.01,-0.09,0.96,-8.06,"
-0.71
",70
591005,-4.58,4 003,2514.0,1489.0,124.76,-180.96,8 560.16,-8 611.43,0.00,-0.09,0.99,-0.01,"
-5.97
",99
1844003,-7.94,1 945,1391.0,554.0,136.82,-415.47,17 111.45,-19 941.16,-0.03,-0.56,0.86,-1.45,"
-10.23
",100
1929863,11.72,164,91.0,73.0,32.61,-9.75,134.25,-118.02,0.04,0.57,1.14,0.10,"
11.72
",0
1353570,-1.21,190,79.0,111.0,44 421.85,-13 020.28,438 654.08,-431 559.52,-0.09,0.07,1.02,37.34,"
-5.04
",0
1896808,-4.68,762,429.0,333.0,176.80,-175.00,7 910.52,-8 378.75,-0.02,-0.50,0.94,-0.61,"
-2.89
",0
1873368,0.29,1 884,1345.0,539.0,82.80,-217.16,4 789.16,-5 308.70,0.01,-0.20,0.90,-0.28,"
13.10
",99
1878986,-5.24,56,17.0,39.0,7.09,-2.94,52.27,-61.73,-0.06,-0.44,0.85,-0.17,"
-9.34
",100
