Signal Id,SignalGrowth,Trades,ProfitTrades%,ProfitTrades,LossTrades%,LossTrades,SharpeRatio,RecoveryFactor,ProfitFactor,ExpectedPayoff,MonthlyGrowth,AlgoTrading
1838161,73.71,89,84.26966292,75,15.73033708,14,0.65,32.44,7.3,1.65,-0.57,61
1755222,72.5,1539,77.51786875,1193,22.48213125,346,0.14,32.39,1.68,0.62,6.56,99
1802210,92.9,807,68.27757125,551,31.72242875,256,0.2,32.1,2.82,3.51,7.27,100
1574316,209.49,2729,85.01282521,2320,14.98717479,409,0.09,31.89,2.09,1.33,5.54,99
1854447,10.13,28,82.14285714,23,17.85714286,5,0.87,31.74,11.46,14.1,2.62,100
1854447,10.13,28,82.14285714,23,17.85714286,5,0.87,31.74,11.46,14.1,2.62,100
1915229,113.92,777,71.42857143,555,28.57142857,222,0.17,31.25,2.12,1.32,5.88,99
1717667,80.27,2050,73.26829268,1502,26.73170732,548,0.21,31.03,2.63,39.4,6.74,100
1816924,16.79,85,92.94117647,79,7.058823529,6,0.51,30.62,13.24,11.33,2.76,98
1355520,35.22,1133,98.85260371,1120,1.147396293,13,0.69,30.32,9.64,9.01,0.65,0
1838725,1230.92,327,71.25382263,233,28.74617737,94,0.45,28.56,3.16,13.61,49.82,0
1917305,30.47,79,84.81012658,67,15.18987342,12,1.11,28.46,27.57,71.23,26.97,0
1759554,226.98,1066,73.07692308,779,26.92307692,287,0.19,28.07,2.36,1.44,7.89,99
1751007,20.62,214,80.37383178,172,19.62616822,42,0.6,27.8,4.77,0.96,1.71,100
1925054,11.85,25,80,20,20,5,0.95,27.78,11.93,,11.85,96
1891384,19.33,120,99.16666667,119,0.833333333,1,1.29,27.58,12.57,1.42,7.93,100
1942593,18.55,24,95.83333333,23,4.166666667,1,0.9,27.45,28.45,4.94,18.55,0
1930472,18.78,684,63.4502924,434,36.5497076,250,0.19,27.1,2.41,21.45,1.08,0
1924359,26.34,286,92.30769231,264,7.692307692,22,0.87,26.95,13.85,12.85,26.34,0
1927016,4.86,181,79.55801105,144,20.44198895,37,0.64,26.94,5.73,0.64,4.86,100
1883078,41.87,743,73.0820996,543,26.9179004,200,0.19,26.78,2.47,9.85,13.51,99
1727318,123.46,2150,70.74418605,1521,29.25581395,629,0.17,26.74,2.54,20.08,15.92,99
1937384,40.72,447,90.60402685,405,9.395973154,42,0.43,26.59,5.5,0.93,31.04,31
1416185,192.85,301,87.7076412,264,12.2923588,37,0.41,26.48,4.36,13.93,4.16,100
1782519,44.93,7327,77.12569947,5651,22.87430053,1676,0.13,26.29,2.57,0.46,10.7,89
1816578,194.04,1320,70.75757576,934,29.24242424,386,0.19,25.99,2.19,17.23,1.61,0
1852323,8.27,67,76.11940299,51,23.88059701,16,0.7,25.92,7.96,2.47,4.58,100
1833475,63.88,105,96.19047619,101,3.80952381,4,0.81,25.69,25.59,81.95,8.34,80
1623224,86.44,69,82.60869565,57,17.39130435,12,0.71,25.61,9.94,1.3,4.6,0
1854387,401.51,383,78.59007833,301,21.40992167,82,0.17,25.57,6.41,2.51,60.55,0
1487160,49.53,217,97.23502304,211,2.764976959,6,0.77,25.52,13.54,611.19,4.62,0
1487160,49.53,217,97.23502304,211,2.764976959,6,0.77,25.52,13.54,611.19,4.62,0
1889467,82.42,638,69.12225705,441,30.87774295,197,0.25,24.9,4.48,11.19,17.59,100
727871,365.41,1507,83.87524884,1264,16.12475116,243,0.37,24.63,2.78,2.4,2.49,61
1790015,12.62,32,93.75,30,6.25,2,1.05,24.34,24.63,2.53,4.34,100
1894437,172.02,438,67.57990868,296,32.42009132,142,0.33,24.2,5.14,12.09,0.17,0
1500355,521.37,664,88.70481928,589,11.29518072,75,0.28,23.96,3.32,0.87,10.8,99
1909521,16.96,115,84.34782609,97,15.65217391,18,0.29,23.66,8.12,0.78,11.76,0
1936914,56.71,160,95,152,5,8,0.7,23.55,13.59,5.26,56.71,0
1846733,10.39,1150,73.82608696,849,26.17391304,301,0.2,23.49,2.42,88.5,3.83,99
1930525,144.39,43,86.04651163,37,13.95348837,6,0.64,23.47,8.99,3.36,51.36,100
1933019,18.87,1644,59.24574209,974,40.75425791,670,0.17,23.2,1.49,0.11,18.87,100
1933019,18.87,1644,59.24574209,974,40.75425791,670,0.17,23.2,1.49,0.11,18.87,100
1833468,9.98,193,97.92746114,189,2.07253886,4,1.04,23.09,12.8,6.48,0.27,0
1908576,358.92,414,74.87922705,310,25.12077295,104,0.62,22.9,5.67,7.87,11.99,2
1489462,54.14,422,85.78199052,362,14.21800948,60,0.37,22.81,3.41,2.36,4.37,99
1816958,151.45,62,74.19354839,46,25.80645161,16,0.51,22.66,7.4,,6.61,98
1905745,26.24,38,81.57894737,31,18.42105263,7,0.62,22.64,15.18,6.9,22.79,100
1915433,-7.46,280,83.57142857,234,16.42857143,46,0.65,22.09,7.57,10.79,87.38,100
1725090,26.47,267,95.88014981,256,4.119850187,11,1.1,22.01,8.9,0.52,1.76,100
1851162,175.99,715,69.37062937,496,30.62937063,219,0.25,21.94,2.94,0.94,11.55,100
1915162,16.71,67,95.52238806,64,4.47761194,3,0.59,21.83,4.68,123.8,15.3,0
1407665,259.89,2051,74.93905412,1537,25.06094588,514,0.12,21.8,1.74,6.98,5.1,98
1922283,30.13,199,71.35678392,142,28.64321608,57,0.38,21.65,2.72,7.57,28.87,99
1936700,6.71,33,78.78787879,26,21.21212121,7,0.74,21.51,14.71,16,6.71,90
1754340,174.37,78,87.17948718,68,12.82051282,10,0.65,21.32,6.08,1.83,8.05,97
1886407,11.71,41,73.17073171,30,26.82926829,11,0.9,20.91,7.91,1.43,3.39,73
1788420,57.07,450,70.88888889,319,29.11111111,131,0.25,20.55,2.23,1.9,10.82,97
1907811,68.3,74,85.13513514,63,14.86486486,11,0.66,20.53,6.08,387.34,50.07,37
1495893,52.38,1824,54.38596491,992,45.61403509,832,0.13,20.49,1.85,5.7,2.93,99
1809288,13.73,73,80.82191781,59,19.17808219,14,0.48,20.43,13.63,8.94,2.07,42
1849207,40.38,888,77.02702703,684,22.97297297,204,0.18,20.36,2.24,0.63,4.17,97
1768046,331.26,1066,70.54409006,752,29.45590994,314,0.18,20.29,2.69,2.94,52.32,97
1636506,2540.82,210,77.14285714,162,22.85714286,48,0.41,20.28,5,8.24,11.17,8
1781088,69.05,1888,75.47669492,1425,24.52330508,463,0.2,20.02,2.61,0.75,17.61,95
1910202,33.8,831,71.84115523,597,28.15884477,234,0.26,19.72,3.3,0.23,14.04,99
1917473,67.57,432,80.55555556,348,19.44444444,84,0.46,19.71,3.93,1.56,39.27,100
1749282,68.9,995,75.67839196,753,24.32160804,242,0.43,19.68,4.25,2.3,12.48,100
1577690,223.29,3075,70.86178862,2179,29.13821138,896,0.16,19.66,2.17,21.79,5.95,100
1838059,73.3,1246,82.98555377,1034,17.01444623,212,0.18,19.66,2.17,8.4,13.58,94
1078866,230.42,4714,69.53754773,3278,30.46245227,1436,0.09,19.26,2.15,2.14,2.75,99
1620214,638.01,462,78.57142857,363,21.42857143,99,0.38,19.1,3.47,4.58,20.57,100
1881447,40.27,195,72.82051282,142,27.17948718,53,0.38,19.08,4.83,6.21,7.67,99
1898219,107.75,162,60.49382716,98,39.50617284,64,0.11,19.05,6.57,52.72,82.5,95
1777938,57.73,677,70.605613,478,29.394387,199,0.22,18.89,3.23,4.26,3.96,100
1611616,279.63,4420,77.64705882,3432,22.35294118,988,0.09,18.88,1.63,1.07,6.59,99
1828093,142.69,148,85.81081081,127,14.18918919,21,0.49,18.88,4.24,2.47,22.89,0
1865131,118.23,451,76.05321508,343,23.94678492,108,0.22,18.56,2.12,0.72,20.35,100
1914166,44.26,129,71.31782946,92,28.68217054,37,0.3,18.47,4,10.29,33.07,100
892896,800.97,2363,67.66821837,1599,32.33178163,764,0.11,18.46,2.57,10.7,9.91,99
1862446,213.33,273,65.93406593,180,34.06593407,93,0.26,18.37,2.8,7.91,21.64,93
1774551,253.33,1399,75.41100786,1055,24.58899214,344,0.28,18.26,3.3,11.14,15.22,4
1548291,114.29,1925,66.23376623,1275,33.76623377,650,0.12,18.22,1.67,4.2,2.78,96
1874331,133.3,1187,79.02274642,938,20.97725358,249,0.18,18.2,2.28,1.23,32.47,87
1864883,82.62,59,77.96610169,46,22.03389831,13,0.44,18.18,5.5,10.06,19.14,77
1895081,13,644,74.53416149,480,25.46583851,164,0.21,18.04,2.46,40.37,7.33,100
1895985,146.33,235,70.21276596,165,29.78723404,70,0.28,17.89,3.37,18.68,0.69,0
1828957,56.94,1971,79.09690512,1559,20.90309488,412,0.11,17.88,1.99,1.17,8.99,98
1928690,13.61,50,96,48,4,2,1.08,17.85,10.22,2.72,13.61,86
1673223,221.98,9087,61.23032904,5564,38.76967096,3523,0.11,17.82,1.94,1.52,3.42,99
1838356,38.62,281,98.22064057,276,1.779359431,5,0.38,17.81,9.29,4.33,1.81,34
1918783,30.96,66,87.87878788,58,12.12121212,8,0.58,17.76,8.7,4.69,29.46,100
1911844,49.65,257,82.10116732,211,17.89883268,46,0.62,17.75,4.85,2.5,48.93,100
1831876,419.4,1625,76.06153846,1236,23.93846154,389,0.11,17.69,1.98,1.16,30.72,100
1917692,18.4,223,69.95515695,156,30.04484305,67,0.3,17.69,2.92,15.64,18.06,15
1726461,2910.37,2130,61.78403756,1316,38.21596244,814,0.14,17.59,2.34,6.75,4.06,0
1788678,844.13,707,81.18811881,574,18.81188119,133,-0.04,17.48,3.82,3.79,36.8,0
1317626,232.94,1588,63.28715365,1005,36.71284635,583,0.44,17.46,5.39,2.93,2.81,98
1821845,197.2,20449,66.99105091,13699,33.00894909,6750,0.11,17.38,2.31,23.3,20.66,99
1774107,175.68,908,72.35682819,657,27.64317181,251,0.06,17.29,3.12,2.92,8.42,99
1895066,123,109,81.65137615,89,18.34862385,20,0.49,17.27,4.61,2.75,33.1,98
1848884,86.39,290,81.03448276,235,18.96551724,55,0.45,17.25,5.5,12.43,11.17,86
1592148,59.11,156,80.12820513,125,19.87179487,31,0.48,17.15,4.81,1.68,4.53,100
1854136,55.1,761,68.85676741,524,31.14323259,237,0.2,17.14,2.89,1.88,9.25,100
1802345,54.76,1676,75,1257,25,419,0.19,16.85,2.59,0.71,15.19,95
1764181,48.94,193,65.28497409,126,34.71502591,67,0.25,16.83,2.76,10.33,3.78,48
1371567,135.25,6474,71.73308619,4644,28.26691381,1830,0.09,16.77,2.1,25.27,6.19,99
1757335,625.74,329,80.85106383,266,19.14893617,63,0.27,16.71,2.15,8.97,6.26,100
1795062,521.29,301,98.33887043,296,1.661129568,5,0.32,16.69,10.25,1.15,27.5,1
1895473,31.9,110,69.09090909,76,30.90909091,34,0.54,16.56,2.12,2.95,12.63,0
1588254,64.36,86,84.88372093,73,15.11627907,13,0.56,16.45,3.99,3.21,8.15,100
1851612,200.71,416,72.35576923,301,27.64423077,115,0.33,16.44,3.09,3.26,17.5,88
1925290,5.12,37,78.37837838,29,21.62162162,8,0.58,16.44,5.7,40.6,5.12,100
1857882,124.25,164,80.48780488,132,19.51219512,32,0.22,16.42,6.35,8.01,7.3,93
1818068,67.24,120,76.66666667,92,23.33333333,28,0.55,16.41,5.31,5.6,14.03,98
1818700,394.2,340,73.23529412,249,26.76470588,91,0.34,16.4,3.55,7.55,6.58,0
1904950,240.39,1058,72.11720227,763,27.88279773,295,0.19,16.29,1.85,1.18,15.73,98
1780040,770.25,1084,68.4501845,742,31.5498155,342,0.24,16.2,4.1,20.05,25.9,100
1922875,94.41,712,71.06741573,506,28.93258427,206,0.19,16.05,2.52,3.84,13.07,99
1819456,65.18,912,72.25877193,659,27.74122807,253,0.18,15.95,2.52,28.59,4.43,99
1762818,210.97,249,97.18875502,242,2.81124498,7,0.58,15.91,8.79,2,6.12,0
1911848,147.68,107,83.17757009,89,16.82242991,18,0.87,15.86,6.86,2.02,72.88,100
1245170,471.52,3092,63.71280724,1970,36.28719276,1122,0.19,15.8,1.83,0.74,6.14,99
1734425,119.08,628,70.22292994,441,29.77707006,187,0.27,15.8,2.87,4.59,24.44,99
1795925,104.85,485,76.28865979,370,23.71134021,115,0.26,15.69,2.23,2.16,11.55,100
1899366,262,441,77.32426304,341,22.67573696,100,0.35,15.6,2.57,373.02,58.04,98
748852,696.26,2282,92.81332165,2118,7.186678352,164,0.13,15.59,2.15,3.17,12.3,100
1868073,31.63,1298,69.02927581,896,30.97072419,402,0.14,15.52,2.04,2.34,10.64,100
1883901,22.26,177,69.49152542,123,30.50847458,54,0.27,15.46,3.46,1.21,5.89,98
1117174,1544.85,1706,77.84290739,1328,22.15709261,378,0.17,15.38,2.71,3.16,4.97,95
1936677,6.38,36,88.88888889,32,11.11111111,4,0.73,15.35,12.25,1.57,6.38,100
1874095,73.19,428,78.73831776,337,21.26168224,91,0.32,15.28,3.83,156.62,17.63,10
1333106,291.23,1642,68.02679659,1117,31.97320341,525,0.1,15.26,1.72,3.55,1.98,100
1273204,618.05,893,76.81970885,686,23.18029115,207,0.18,15.25,2.13,0.34,7.06,100
1833606,26.57,419,80.42959427,337,19.57040573,82,0.29,15.25,2.26,3.18,11.06,94
1867224,49.92,2637,35.11566174,926,64.88433826,1711,0.09,15.18,1.9,2.23,22.67,100
1731444,20.64,175,64.57142857,113,35.42857143,62,0.38,15.17,2.75,5.9,2.19,97
1778541,121.67,733,77.08049113,565,22.91950887,168,0.25,15.16,2.35,4.98,6.97,99
1823061,73.2,387,65.374677,253,34.625323,134,0.28,15.1,2.47,1.89,13.85,100
1584829,76.28,473,82.66384778,391,17.33615222,82,0.35,15.08,3.24,8.04,4.57,100
1849190,107.85,282,82.62411348,233,17.37588652,49,0.46,14.96,4.33,13.13,8.17,70
966602,288.09,2287,78.57455181,1797,21.42544819,490,0.12,14.88,1.87,1.72,9.02,99
1937440,577.1,65,76.92307692,50,23.07692308,15,0.46,14.68,5.27,3.55,168.72,0
1937227,14.71,73,86.30136986,63,13.69863014,10,0.69,14.65,8.37,1.48,14.71,9
1740589,1300.8,1161,77.4332472,899,22.5667528,262,0.28,14.57,3.03,8.61,18.79,59
1909346,180.06,416,75.96153846,316,24.03846154,100,0.26,14.51,3.82,,5.13,99
1898890,488.02,934,92.29122056,862,7.708779443,72,0.41,14.4,6.12,4.5,81.83,0
1921347,314.27,746,81.769437,610,18.230563,136,0.04,14.39,4.7,632.96,18.85,7
1560883,229.55,766,77.80678851,596,22.19321149,170,0.28,14.25,1.86,0.18,0.99,75
1918970,16.17,188,68.61702128,129,31.38297872,59,0.33,14.24,4.7,11.67,15.25,100
1792149,395.86,541,66.91312384,362,33.08687616,179,0.21,14.19,2.47,7.34,26.74,93
1829290,178.68,662,78.39879154,519,21.60120846,143,0.32,14.15,2.95,17.24,27.38,54
1782511,80.74,8574,78.31817122,6715,21.68182878,1859,0.12,14.14,2.41,0.54,10.22,86
1895479,28.15,105,69.52380952,73,30.47619048,32,0.58,14.1,1.99,2.76,9.71,0
1795088,138.99,363,72.72727273,264,27.27272727,99,0.25,14.07,2.74,3.98,31.37,76
1865527,263.65,9535,60.31463031,5751,39.68536969,3784,0.08,14.06,1.61,1.6,48.7,99
1708317,313.08,470,79.57446809,374,20.42553191,96,0.16,14.04,3.24,55.67,24.73,93
1904925,31.53,497,67.00201207,333,32.99798793,164,0.18,14,2.99,23.16,8.7,98
1735912,129.71,3366,74.65834819,2513,25.34165181,853,0.17,13.94,2.49,54.61,15.65,97
1102360,174.05,6945,75.4787617,5242,24.5212383,1703,0.07,13.93,1.55,1.33,2.83,100
964981,461.27,2251,78.36517104,1764,21.63482896,487,0.11,13.84,1.85,1.63,8.24,99
1891661,249.93,491,87.57637475,430,12.42362525,61,0.33,13.82,3.01,0.42,33.96,0
1851333,35.61,2522,75.85249802,1913,24.14750198,609,0.08,13.77,2.02,1.27,0.74,99
1731012,170.39,4247,57.16976689,2428,42.83023311,1819,0.09,13.72,1.74,1.2,13.28,99
1814170,40.87,578,69.03114187,399,30.96885813,179,0.24,13.7,2.71,6.4,5.06,93
1940511,7,210,79.52380952,167,20.47619048,43,0.41,13.65,4,1,7,87
966598,258.8,2361,78.27191868,1848,21.72808132,513,0.11,13.51,1.82,1.51,3.05,99
1866411,3.76,166,83.13253012,138,16.86746988,28,0.49,13.48,3.82,2.53,1.03,87
1939475,113.07,261,68.96551724,180,31.03448276,81,0.35,13.42,2.64,30.23,113.07,0
1711692,85.29,1487,75.25218561,1119,24.74781439,368,0.15,13.38,2.62,1.28,2.65,99
1911474,507.92,222,82.88288288,184,17.11711712,38,0.27,13.35,3.47,6.41,124.45,11
1939956,57.89,416,83.17307692,346,16.82692308,70,0.31,13.22,3.13,2.39,46.35,94
1871333,59.22,949,96.41728135,915,3.582718651,34,0.31,13.2,6.06,1.25,6.32,98
1708779,24.58,104,85.57692308,89,14.42307692,15,0.71,13.2,6.01,11.61,3.26,75
1489068,185.65,710,91.12676056,647,8.873239437,63,0.18,13.16,2.48,1.31,1.93,100
1831120,29.72,448,77.23214286,346,22.76785714,102,0.26,13.16,2.14,0.66,4.51,100
1793663,33.99,1748,71.28146453,1246,28.71853547,502,0.16,13.15,2.26,25.16,3.91,98
1731160,9.19,512,69.3359375,355,30.6640625,157,0.27,13.14,3.6,4.1,8.77,99
1734610,34.68,4186,64.9068323,2717,35.0931677,1469,0.16,13.12,2.22,10.75,3.64,99
1771522,312.47,409,69.68215159,285,30.31784841,124,0.25,13.03,2.64,4.91,20.54,0
1851337,12.62,1544,74.93523316,1157,25.06476684,387,0.14,13.03,2.01,1.01,0.75,99
1368342,2044.27,1890,70.37037037,1330,29.62962963,560,0.16,12.98,2.13,8.63,11.6,90
1921457,194.98,245,84.89795918,208,15.10204082,37,0.66,12.98,7.9,6.35,3.02,35
1831873,54.95,1214,77.51235585,941,22.48764415,273,0.12,12.98,2.06,1.14,7.07,100
1073310,229.58,1044,73.94636015,772,26.05363985,272,0.18,12.94,2.14,140.08,11.93,60
1938540,9.77,149,79.86577181,119,20.13422819,30,0.51,12.89,3.82,0.66,9.77,100
1657121,206.58,625,70.24,439,29.76,186,0.18,12.73,2.73,2.81,5.77,89
1412546,228.2,8592,68.58705773,5893,31.41294227,2699,0.07,12.65,2.02,27.32,6.63,92
1800927,129.54,1330,76.16541353,1013,23.83458647,317,0.18,12.65,2.38,9.08,14.65,100
1449033,1213.01,177,81.92090395,145,18.07909605,32,0.41,12.6,4.44,6.73,19.86,0
1370953,47.62,1106,73.50813743,813,26.49186257,293,0.14,12.58,1.79,4.68,2.13,99
1837000,72.65,150,77.33333333,116,22.66666667,34,0.27,12.51,2.64,9.55,15.74,84
1722050,587.1,390,69.74358974,272,30.25641026,118,0.14,12.42,2.45,42.8,6.39,0
1663408,93.39,12266,82.21098973,10084,17.78901027,2182,0.04,12.36,1.61,3.62,4.55,99
1931664,37.94,170,86.47058824,147,13.52941176,23,0.4,12.34,4.88,197.88,26.08,100
1863727,27.3,644,67.85714286,437,32.14285714,207,0.17,12.32,2.04,0.18,6.13,99
1878904,470.78,96,71.875,69,28.125,27,0.5,12.31,6.52,14.51,36.06,0
1889903,22.39,225,70.22222222,158,29.77777778,67,0.47,12.3,3.91,1.2,10.01,58
1815156,6.06,51,92.15686275,47,7.843137255,4,0.9,12.29,13.19,1.19,0.27,100
1766488,216.07,1330,74.81203008,995,25.18796992,335,0.13,12.28,1.85,2.23,5.25,99
1416781,294.42,2529,79.3594306,2007,20.6405694,522,0.11,12.26,1.65,1.15,3.24,100
1729646,113.13,738,77.37127371,571,22.62872629,167,0.19,12.21,2.61,1.26,9.23,100
1792125,122.3,1058,70.69943289,748,29.30056711,310,0.12,12.17,2.91,3.17,46.13,100
1543349,143.89,1207,78.21043911,944,21.78956089,263,0.15,12.12,2.14,8.12,1.88,97
1933685,7.82,25,92,23,8,2,0.89,12.09,9.5,0.56,7.82,100
1714293,15.48,190,76.31578947,145,23.68421053,45,0.39,12.07,3.85,4.07,2.37,97
1797839,29.4,2218,67.3128945,1493,32.6871055,725,0.11,12.02,1.94,1.21,4.1,99
1885445,28.09,91,84.61538462,77,15.38461538,14,0.43,11.99,3,308.72,10.87,100
1876748,43.38,1168,76.62671233,895,23.37328767,273,0.18,11.97,2.33,89.5,14.98,96
1751179,31.66,114,65.78947368,75,34.21052632,39,0.29,11.86,3.81,1.29,1.59,100
1804041,55.44,2224,77.29316547,1719,22.70683453,505,0.09,11.85,1.83,1.63,1.7,99
1892973,27.86,52,78.84615385,41,21.15384615,11,0.8,11.78,5.69,5.66,3.17,90
1782518,64.88,8107,77.8093006,6308,22.1906994,1799,0.09,11.76,2.01,0.48,3.13,85
1895416,41.71,66,72.72727273,48,27.27272727,18,0.52,11.62,1.98,5.39,16.44,0
1880519,39.27,716,72.34636872,518,27.65363128,198,0.2,11.59,2.41,15.31,15.05,99
1788925,68.52,726,79.61432507,578,20.38567493,148,0.23,11.58,2.58,81.41,1.83,87
1860952,35.12,101,87.12871287,88,12.87128713,13,0.49,11.56,3.52,1.72,6.65,94
1766402,216.09,508,76.57480315,389,23.42519685,119,0.21,11.54,2.17,2.19,17.49,0
1885090,39.04,1040,77.01923077,801,22.98076923,239,0.19,11.45,2.36,98.81,14.92,96
1782510,79.18,8095,78.83878938,6382,21.16121062,1713,0.09,11.44,1.97,0.54,4.81,83
1613282,66.02,294,68.70748299,202,31.29251701,92,0.24,11.43,2.22,1.98,4.43,63
1851320,93.91,328,78.35365854,257,21.64634146,71,0.27,11.42,2.46,0.83,18.3,46
